ATTRIBUTE_ExerciceFrequency	ATTRIBUTE_FermentedPlantFrequency	ATTRIBUTE_Probiotic_frequence	ATTRIBUTE_SampleType	ATTRIBUTE_TypesOfPlants	G1	G2	G3	G4	G5	G6	GNPSGROUP:	GNPSGROUP:11_to_20	GNPSGROUP:21_to_30	GNPSGROUP:6_to_10	GNPSGROUP:BLANK	GNPSGROUP:Daily	GNPSGROUP:Less_than_5	GNPSGROUP:More_than_30	GNPSGROUP:Never	GNPSGROUP:Occasionally	GNPSGROUP:Rarely	GNPSGROUP:Rarely (less than once/week)	GNPSGROUP:Regularly	GNPSGROUP:SAMPLE	GNPSGROUP:SOLVENT_BLANK	GNPSGROUP:SWAB_BLANK	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	SpectrumID	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	3839.845775862046	0.0	0.0	0.0	0.0	452.92389999999625	4406.861636363628	1933.4779545454303	1448.7380833333352	2479.7202499999826	4870.24949999997	2323.3749166666626	4812.325499999982	3170.1697954545293	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1351","main.cluster index_upperinput":"1351"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=223&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	8.6878	0	0	N/A	20	1351	223	20	769.6854	0	769.6854	69743.73549999966
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	16985.861620689684	0.0	0.0	0.0	0.0	18239.139799999906	14366.585909090954	15226.405136363624	10784.93874999999	8754.781650000075	3009.2955000000625	9441.33641666667	20096.472833333326	14796.49552272729	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1354","main.cluster index_upperinput":"1354"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=243&task=b817262cb6114e7295fee4f73b22a3ad	N-Oleoylethanolamine	0.758165	5.4978	0	0	CCMSLIB00004684205	22	1354	243	22	326.3056	0	326.3056	325522.9015000004
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	73363.11434482787	0.0	0.0	0.0	0.0	22813.270000000204	57734.44800000031	67715.08250000021	44858.56491666694	38660.24380000023	43553.23050000006	44349.4362500002	103648.24055555588	62724.765250000266	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1355","main.cluster index_upperinput":"1355"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=35&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	8.5338	0	0	N/A	22	1355	35	22	570.5458	0	570.5458	1379944.835500006
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	7590.470741379275	0.0	0.0	0.0	0.0	1486.75910000002	5686.875909090878	7467.597409090901	3965.8613333333305	6497.127599999972	9506.602500000092	5598.61725000001	8297.269166666643	6577.23665909089	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1382","main.cluster index_upperinput":"1382"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=13&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	8.3692	0	0	N/A	21	1382	13	21	414.3495	0	414.3495	144699.20649999956
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	26336.88720689656	0.0	0.0	0.0	0.0	9685.942599999975	15455.943999999998	31607.151727272718	15724.494916666634	13022.284049999995	35118.88749999991	20713.49916666664	39657.00272222222	23531.54786363636	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1384","main.cluster index_upperinput":"1384"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=385&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	5.6554	0	0	N/A	22	1384	385	22	279.2319	0	279.2319	517694.05299999984
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	14437.043948275868	0.0	0.0	0.0	0.0	245.17949999999811	3990.1883636363727	18495.03000000001	2596.860083333364	14011.689200000039	22289.104499999943	6274.552583333356	11830.840166666649	11242.609181818192	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1385","main.cluster index_upperinput":"1385"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=35&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	8.9976	0	0	N/A	22	1385	35	22	540.5337	0	540.5337	247337.40200000023
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	29275.0551206897	0.0	0.0	0.0	0.0	5058.799900000003	117319.60359090901	16665.378363636377	160097.99066666642	101620.29014999984	88663.93300000014	172814.79216666645	49432.252777777874	66992.4909772727	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1388","main.cluster index_upperinput":"1388"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=123&task=b817262cb6114e7295fee4f73b22a3ad	Spectral Match to Urobilin from NIST14	0.883683	3.0146	0	0	CCMSLIB00003137178	22	1388	123	22	591.3176	0	591.3176	1473834.8014999996
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	4860.279379310356	0.0	0.0	0.0	0.0	4128.591400000054	3707.608954545464	5087.973045454548	2757.807750000002	1935.0908000000047	9719.087499999954	2663.1177499999726	7451.955388888883	4397.791000000006	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1394","main.cluster index_upperinput":"1394"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1394","main.cluster index_upperinput":"1394"}	N/A	N/A	9.5039	0	0	N/A	15	1394	-1	15	825.6425	0	825.6425	96751.40200000013
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	18109.60718965513	0.0	0.0	0.0	0.0	36187.78110000007	23427.508363636327	14979.336772727247	18117.33333333336	13248.513999999983	50101.89949999977	11929.454166666625	22048.956777777697	19203.422568181788	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1395","main.cluster index_upperinput":"1395"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=309&task=b817262cb6114e7295fee4f73b22a3ad	Spectral Match to 9(10)-EpOME from NIST14	0.832004	4.7707	0	0	CCMSLIB00003134812	22	1395	309	22	279.2319	0	279.2319	422475.2964999993
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	34367.66220689664	0.0	0.0	0.0	0.0	9620.43700000001	34743.93368181828	15527.878000000024	5626.23266666667	2529.543349999987	20582.918000000067	5207.459833333347	55924.98777777793	25135.905840909152	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1407","main.cluster index_upperinput":"1407"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=48&task=b817262cb6114e7295fee4f73b22a3ad	Spectral Match to N-Oleoyl-4-sphingenine from NIST14	0.859637	8.9033	0	0	CCMSLIB00003136188	22	1407	48	22	564.5351	0	564.5351	552989.9285000013
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	72694.53744827583	0.0	0.0	0.0	0.0	897.7661999999948	64903.847090909076	44385.27418181814	416.90766666666485	61594.09539999998	145580.0889999999	24320.189583333315	64885.21761111107	54644.56063636361	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1409","main.cluster index_upperinput":"1409"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=61&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	7.9191	0	0	N/A	18	1409	61	18	1013.7848	0	1013.7848	1202180.3339999993
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	3090.8730344827577	0.0	0.0	0.0	0.0	83.27399999999905	2445.595136363638	7563.8189090908945	209.9201666666668	981.6648499999984	63987.302499999874	10859.309083333312	11115.516555555543	5004.707022727266	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1418","main.cluster index_upperinput":"1418"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	2.2640	0	0	N/A	19	1418	28	19	696.4380	0	696.4380	110103.55449999985
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	43148.6877413792	0.0	0.0	0.0	0.0	12574.709700000003	22084.265818181793	40357.77018181805	8597.57166666664	23887.345449999902	245.00649999999976	8086.93733333333	45241.79777777769	31221.017999999924	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1422","main.cluster index_upperinput":"1422"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1422","main.cluster index_upperinput":"1422"}	N/A	N/A	4.8992	0	0	N/A	18	1422	-1	18	575.4120	0	575.4120	686862.3959999983
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	10000.742896551747	0.0	0.0	0.0	0.0	2008.9106000000008	10745.360818181838	9701.211818181817	13091.727833333314	7561.477550000013	958.9854999999982	12610.599916666646	15987.008055555565	10223.286318181828	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1424","main.cluster index_upperinput":"1424"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=13&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	7.1218	0	0	N/A	22	1424	13	22	429.3731	0	429.3731	224912.2990000002
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	7155.401293103446	0.0	0.0	0.0	0.0	671.072299999999	2643.664909090908	15585.737499999992	394.2179166666654	5891.324750000004	93253.49649999995	16232.505749999991	15420.132722222208	9114.70120454545	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1428","main.cluster index_upperinput":"1428"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=803&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	7.7857	0	0	N/A	22	1428	803	22	350.3419	0	350.3419	200523.42649999988
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	10079.242586206954	0.0	0.0	0.0	0.0	8985.809199999952	3199.5404545454744	14752.48372727277	4262.759916666654	10289.067250000086	24015.532499999903	5386.839749999996	7820.657111111103	8976.012090909122	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1433","main.cluster index_upperinput":"1433"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1433","main.cluster index_upperinput":"1433"}	N/A	N/A	8.7745	0	0	N/A	22	1433	-1	22	659.5599	0	659.5599	197472.26600000067
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	14601.386034482794	0.0	0.0	0.0	0.0	6566.626999999998	13196.772272727281	13755.429136363702	8456.937916666715	7251.861600000031	34012.49050000003	11389.591750000054	23059.892444444504	13476.100704545492	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1434","main.cluster index_upperinput":"1434"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=35&task=b817262cb6114e7295fee4f73b22a3ad	18:1(2S-OH) Ceramide	0.935811	9.1226	0	0	CCMSLIB00001058191	21	1434	35	21	540.5348	0	540.5348	296474.21550000086
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	6322.413413793104	0.0	0.0	0.0	0.0	83.96159999999992	7143.552954545455	33258.22549999999	71.77600000000002	1181.1384000000007	352260.04549999995	58773.733083333325	48038.26755555555	20200.889227272724	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1437","main.cluster index_upperinput":"1437"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	1.4425	0	0	N/A	18	1437	28	18	608.3853	0	608.3853	444419.563
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	18320.915568965487	0.0	0.0	0.0	0.0	9190.876700000066	18448.97513636365	16675.621090909066	20012.133333333386	26348.189599999954	503.7205000000042	16336.935916666695	11085.634277777797	17562.29811363636	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1443","main.cluster index_upperinput":"1443"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	2.7420	0	0	N/A	22	1443	69	22	494.2967	0	494.2967	386370.5584999999
Daily,Regularly,,Never,Occasionally	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	45491.75986206914	0.0	0.0	0.0	0.0	143656.25780000028	122012.23536363672	632.887181818178	114856.1536666669	66309.71080000015	0.0	55163.83358333344	36281.07638888908	61322.56127272745	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1445","main.cluster index_upperinput":"1445"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1445","main.cluster index_upperinput":"1445"}	N/A	N/A	5.5737	0	0	N/A	19	1445	-1	19	443.3364	0	443.3364	1349096.3480000037
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	11665.951568965496	0.0	0.0	0.0	0.0	14401.09109999998	18004.459318181824	15541.767318181845	32352.21391666678	25116.502299999975	2644.7144999999828	28339.643666666776	8749.616111111187	16773.113318181833	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1451","main.cluster index_upperinput":"1451"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=741&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	8.3479	0	0	N/A	22	1451	741	22	377.3218	0	377.3218	369008.49300000037
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	5333.482551724139	0.0	0.0	0.0	0.0	73.81199999999971	6544.075954545457	36473.269045454545	81.19066666666657	557.0457999999986	395336.576	65955.654	51933.803222222225	21508.6725	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1455","main.cluster index_upperinput":"1455"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=192&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	1.4346	0	0	N/A	18	1455	192	18	591.3586	0	591.3586	473190.7949999999
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	12345.049103448271	0.0	0.0	0.0	0.0	430.421199999998	5533.434454545445	12087.512681818187	1225.965166666663	12477.683250000004	7319.162500000043	2342.6099166666704	7536.142222222214	8810.473568181817	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1456","main.cluster index_upperinput":"1456"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1456","main.cluster index_upperinput":"1456"}	N/A	N/A	6.9725	0	0	N/A	21	1456	-1	21	575.4658	0	575.4658	193830.4184999999
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	5833.898465517233	0.0	0.0	0.0	0.0	1676.3231000000094	2666.1429545454566	47486.51109090959	359.49166666666724	5178.661149999982	460912.28400000563	78488.95408333428	54631.48250000063	25076.327022727524	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1462","main.cluster index_upperinput":"1462"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=132&task=b817262cb6114e7295fee4f73b22a3ad	NCGC00247500-02!(2E,4E,12E)-13-(1,3-benzodioxol-5-yl)-N-(2-methylpropyl)trideca-2,4,12-trienamide	0.864774	5.5518	0	0	CCMSLIB00000848948	20	1462	132	20	384.2535	0	384.2535	551679.1945000055
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	28859.096000000012	0.0	0.0	0.0	0.0	15033.426600000088	27250.469727272757	16929.856318181824	7228.922000000044	18234.054399999997	24114.20049999998	5003.508666666671	29557.834888888912	22090.16302272729	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1473","main.cluster index_upperinput":"1473"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	8.3136	0	0	N/A	19	1473	133	19	787.6664	0	787.6664	485983.58650000044
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	11551.118706896605	0.0	0.0	0.0	0.0	11727.234500000115	9177.014136363714	15022.803954545472	7394.637666666725	5870.4569500000025	52322.55249999993	12236.914999999994	19573.21600000008	12099.909045454593	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1479","main.cluster index_upperinput":"1479"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=48&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	8.4114	0	0	N/A	22	1479	48	22	554.5142	0	554.5142	266197.999000001
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	14956.09177586208	0.0	0.0	0.0	0.0	31793.269900000036	16222.980772727276	11543.671636363659	13473.023666666677	9763.221850000004	7691.855500000063	1527.7279166666758	14253.103888888907	13883.326204545468	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1480","main.cluster index_upperinput":"1480"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	11.9481	0	0	N/A	20	1480	133	20	831.6939	0	831.6939	305433.1765000003
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	4045.2859137930986	0.0	0.0	0.0	0.0	1535.2335000000057	3149.6647272727155	19344.874681818186	29453.406416666658	1764.0711000000017	10723.221500000043	31270.743249999996	24957.945666666656	11247.269704545452	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1500","main.cluster index_upperinput":"1500"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=476&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	4.2169	0	0	N/A	21	1500	476	21	303.2311	0	303.2311	247439.93349999993
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	5890.406586206896	0.0	0.0	0.0	0.0	8859.49819999999	3812.9371363636324	7509.248500000009	5472.870916666674	4420.265200000005	168.24500000000108	4873.292166666684	5784.9965	5661.092818181821	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"1509","main.cluster index_upperinput":"1509"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=119&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	4.2333	0	0	N/A	20	1509	119	20	793.4909	0	793.4909	124544.04200000006
