#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
5989	M+H	N/A	1	PC(20:1/0:0); [M+H]+ C28H57N1O7P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin5989	N/A	N/A	CID; Velos	Positive	LC-ESI	549.379	lib-00021.mgf	Gold	1	0.794325	12.7763	0.00701904	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	549.379	N/A	417.632	4	N/A	0	549.372	spectra/specs_ms.pklbin	CCMSLIB00003126810	1800.96	UPDATE-SINGLE-ANNOTATED-GOLD	 
6007	M+H	N/A	1	Spectral Match to 1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.pklbin6007	N/A	N/A	HCD	Positive	ESI	550.386	lib-00030.mgf	Bronze	3	0.908947	7.20819	0.00396729	1	GNPS-NIST14-MATCHES	Data from James McKerrow	550.386	N/A	415.878	12	N/A	0	550.382	spectra/specs_ms.pklbin	CCMSLIB00003135929	5573.29	UPDATE-SINGLE-ANNOTATED-BRONZE	 
6083	M+H	108341806	1	Spectral Match to 1-Arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by lamccall	0.0	spectra/specs_ms.pklbin6083	N/A	N/A	HCD	Positive	ESI	552.403	lib-00030.mgf	Bronze	3	0.825116	3.64618	0.00201416	1	GNPS-NIST14-MATCHES	Data from James McKerrow	552.403	N/A	490.823	11	N/A	0	552.401	spectra/specs_ms.pklbin	CCMSLIB00003135178	2615.32	UPDATE-SINGLE-ANNOTATED-BRONZE	 
6834	M+H	474923212	1	Spectral Match to N-Lauroyl-D-erythro-sphingosylphosphorylcholine from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectra/specs_ms.pklbin6834	N/A	N/A	HCD	Positive	ESI	647.515	lib-00030.mgf	Bronze	3	0.775126	6.2212	0.00402832	1	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	647.515	N/A	538.393	6	N/A	0	647.511	spectra/specs_ms.pklbin	CCMSLIB00003135723	1640.96	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7090	2M+Na	542449	1	Spectral Match to 1-Hexadecanoyl-sn-glycerol from NIST14	Isolated	Data deposited by lfnothias	0.0	spectra/specs_ms.pklbin7090	N/A	N/A	QqQ	Positive	ESI	683.543	lib-00030.mgf	Bronze	3	0.897604	1.51797	0.0010376	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein;Ajit Jadhav	683.543	N/A	500.614	4	N/A	0	683.542	spectra/specs_ms.pklbin	CCMSLIB00003134619	3682.87	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7218	M+H	N/A	1	PC(14:0/16:1); [M+H]+ C38H75N1O8P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin7218	N/A	N/A	HCD; Velos	Positive	LC-ESI	703.515	lib-00021.mgf	Gold	1	0.842014	81.0314	0.0570068	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	703.515	N/A	491.164	6	N/A	0	703.572	spectra/specs_ms.pklbin	CCMSLIB00003127673	30784.4	UPDATE-SINGLE-ANNOTATED-GOLD	 
7222	M+H	N/A	1	PC(14:0/16:1); [M+H]+ C38H75N1O8P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin7222	N/A	N/A	HCD; Velos	Positive	LC-ESI	703.515	lib-00021.mgf	Gold	1	0.846457	83.8077	0.05896	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	703.515	N/A	560.458	4	N/A	0	703.574	spectra/specs_ms.pklbin	CCMSLIB00003123301	5340.7	UPDATE-SINGLE-ANNOTATED-GOLD	 
7246	M+H	69441094	1	Spectral Match to 1-Palmitoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by negarg	0.0	spectra/specs_ms.pklbin7246	N/A	N/A	HCD	Positive	ESI	706.534	lib-00030.mgf	Bronze	3	0.828604	4.23295	0.00299072	1	GNPS-NIST14-MATCHES	Data from Pieter C. Dorrestein	706.534	N/A	443.441	6	N/A	0	706.537	spectra/specs_ms.pklbin	CCMSLIB00003136485	15162.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7439	M+H	4724963	1	Spectral Match to 1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by negarg	0.0	spectra/specs_ms.pklbin7439	N/A	N/A	HCD	Positive	ESI	730.535	lib-00030.mgf	Bronze	3	0.773846	42.4427	0.0310059	1	GNPS-NIST14-MATCHES	Data from Pieter C. Dorrestein	730.535	N/A	537.285	4	N/A	0	730.566	spectra/specs_ms.pklbin	CCMSLIB00003134585	9267.48	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7453	M+H	95896563	1	Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.pklbin7453	N/A	N/A	HCD	Positive	ESI	732.552	lib-00030.mgf	Bronze	3	0.919829	1.3331	0.000976562	1	GNPS-NIST14-MATCHES	Data from James McKerrow	732.552	N/A	459.652	6	N/A	0	732.553	spectra/specs_ms.pklbin	CCMSLIB00003136194	10222.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7467	M+H	N/A	1	PC(16:0/16:0); [M+H]+ C40H81N1O8P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin7467	N/A	N/A	CID; Velos	Positive	LC-ESI	733.562	lib-00021.mgf	Gold	1	0.723206	2.74573	0.00201416	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	733.562	N/A	492.325	4	N/A	0	733.56	spectra/specs_ms.pklbin	CCMSLIB00003123856	1599.64	UPDATE-SINGLE-ANNOTATED-GOLD	 
7488	M+H	20664022	1	Spectral Match to 1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by negarg	0.0	spectra/specs_ms.pklbin7488	N/A	N/A	HCD	Positive	ESI	734.572	lib-00030.mgf	Bronze	3	0.945406	4.15447	0.00305176	1	GNPS-NIST14-MATCHES	Data from Pieter C. Dorrestein	734.572	N/A	545.34	7	N/A	0	734.569	spectra/specs_ms.pklbin	CCMSLIB00003136641	13256.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7506	M+H	20664022	1	Spectral Match to 1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by negarg	0.0	spectra/specs_ms.pklbin7506	N/A	N/A	HCD	Positive	ESI	734.572	lib-00030.mgf	Bronze	3	0.906572	4.15447	0.00305176	1	GNPS-NIST14-MATCHES	Data from Pieter C. Dorrestein	734.572	N/A	505.093	7	N/A	0	734.569	spectra/specs_ms.pklbin	CCMSLIB00003136641	2814.09	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7650	M+H	95403342	1	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by quinnr	0.0	spectra/specs_ms.pklbin7650	N/A	N/A	HCD	Positive	ESI	746.605	lib-00030.mgf	Bronze	3	0.911267	8.01153	0.00598145	1	GNPS-NIST14-MATCHES	Data from Dorrestein	746.605	N/A	423.575	17	N/A	0	746.599	spectra/specs_ms.pklbin	CCMSLIB00003136972	10751.4	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7652	M+H	95403342	1	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by quinnr	0.0	spectra/specs_ms.pklbin7652	N/A	N/A	HCD	Positive	ESI	746.605	lib-00030.mgf	Bronze	3	0.816769	12.0173	0.00897217	1	GNPS-NIST14-MATCHES	Data from Dorrestein	746.605	N/A	580.974	11	N/A	0	746.596	spectra/specs_ms.pklbin	CCMSLIB00003136972	2768.54	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7668	[M+H]+	N/A	1	MoNA:2399 Azithromycin Dihydrate	isolated	MoNA	0.0	spectra/specs_ms.pklbin7668	InChI=1S/C38H72N2O12/c1-15-27-38(10,46)31(42)24(6)40(13)19-20(2)17-36(8,45)33(52-35-29(41)26(39(11)12)16-21(3)48-35)22(4)30(23(5)34(44)50-27)51-28-18-37(9,47-14)32(43)25(7)49-28/h20-33,35,41-43,45-46H,15-19H2,1-14H3/t20-,21-,22+,23-,24-,25+,26+,27-,28+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	749.516	lib-00027.mgf	Bronze	3	0.883985	1.30292	0.000976562	1	MONA	MoNA	749.516	N/A	224.658	15	N/A	0	749.515	spectra/specs_ms.pklbin	CCMSLIB00000562787	4507.71	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7739	M+H	N/A	1	SM(d18:2/20:0); [M+H]+ C43H86N2O6P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin7739	N/A	N/A	HCD; Velos	Positive	LC-ESI	756.615	lib-00021.mgf	Gold	1	0.800697	84.5408	0.0639648	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	756.615	N/A	545.025	12	N/A	0	756.551	spectra/specs_ms.pklbin	CCMSLIB00003133097	31423.5	UPDATE-SINGLE-ANNOTATED-GOLD	 
7741	M+H	N/A	1	SM(d18:2/20:0); [M+H]+ C43H86N2O6P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin7741	N/A	N/A	CID; Velos	Positive	LC-ESI	756.615	lib-00021.mgf	Gold	1	0.796911	83.2501	0.0629883	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	756.615	N/A	586.253	5	N/A	0	756.552	spectra/specs_ms.pklbin	CCMSLIB00003102008	1795.29	UPDATE-SINGLE-ANNOTATED-GOLD	 
7759	M+H	N/A	1	SM(d18:1/20:0); [M+H]+ C43H88N2O6P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin7759	N/A	N/A	HCD; Velos	Positive	LC-ESI	758.63	lib-00021.mgf	Gold	1	0.764409	83.029	0.0629883	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	758.63	N/A	362.241	4	N/A	0	758.567	spectra/specs_ms.pklbin	CCMSLIB00003102104	3117.97	UPDATE-SINGLE-ANNOTATED-GOLD	 
7760	M+H	N/A	1	SM(d18:1/20:0); [M+H]+ C43H88N2O6P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin7760	N/A	N/A	HCD; Velos	Positive	LC-ESI	758.63	lib-00021.mgf	Gold	1	0.916038	80.4544	0.0610352	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	758.63	N/A	500.287	6	N/A	0	758.569	spectra/specs_ms.pklbin	CCMSLIB00003102104	21286.5	UPDATE-SINGLE-ANNOTATED-GOLD	 
7783	M+H	26853316	1	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by TJLing	0.0	spectra/specs_ms.pklbin7783	N/A	N/A	HCD	Positive	ESI	760.586	lib-00030.mgf	Bronze	3	0.918171	2.64817	0.00201416	1	GNPS-NIST14-MATCHES	Data from Tie-Jun Ling	760.586	N/A	480.697	6	N/A	0	760.584	spectra/specs_ms.pklbin	CCMSLIB00003136135	21270.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7798	M+H	26853316	1	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectra/specs_ms.pklbin7798	N/A	N/A	HCD	Positive	ESI	760.586	lib-00030.mgf	Bronze	3	0.831639	2.64817	0.00201416	1	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	760.586	N/A	544.814	4	N/A	0	760.584	spectra/specs_ms.pklbin	CCMSLIB00003138390	1835.66	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7829	M+H	N/A	1	PC(16:0/18:0); [M+H]+ C42H85N1O8P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin7829	N/A	N/A	HCD; Velos	Positive	LC-ESI	761.593	lib-00021.mgf	Gold	1	0.867258	7.934	0.00604248	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	761.593	N/A	539.568	7	N/A	0	761.587	spectra/specs_ms.pklbin	CCMSLIB00003128573	3534.63	UPDATE-SINGLE-ANNOTATED-GOLD	 
7849	M+H	132196282	1	Spectral Match to Eicosapentaenoyl PAF C-16 from NIST14	Isolated	Data deposited by fevargas	0.0	spectra/specs_ms.pklbin7849	N/A	N/A	HCD	Positive	ESI	766.571	lib-00030.mgf	Bronze	3	0.701533	0	0	1	GNPS-NIST14-MATCHES	Data from Kevin Bush	766.571	N/A	498.314	6	N/A	0	766.571	spectra/specs_ms.pklbin	CCMSLIB00003138233	49461.4	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7889	M+H	155575012	1	Spectral Match to 1-Hexadecyl-2-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by ThomasMetz	0.0	spectra/specs_ms.pklbin7889	N/A	N/A	QqIT	Positive	ESI	770.603	lib-00030.mgf	Bronze	3	0.848311	2.53454	0.00195312	1	GNPS-NIST14-MATCHES	Data from  Michael Katze, Ralph Baric, Amy Sims, Katrina Waters, Dick Smith, and Thomas Metz	770.603	N/A	489.236	5	N/A	0	770.605	spectra/specs_ms.pklbin	CCMSLIB00003135582	40401.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7911	M+H	N/A	1	PC(17:1/18:1); [M+H]+ C43H83N1O8P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin7911	N/A	N/A	HCD; Velos	Positive	LC-ESI	771.578	lib-00021.mgf	Gold	1	0.852825	38.8402	0.0299683	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	771.578	N/A	513.964	6	N/A	0	771.608	spectra/specs_ms.pklbin	CCMSLIB00003126877	17050.1	UPDATE-SINGLE-ANNOTATED-GOLD	 
7925	M+H	N/A	1	SM(d16:1/23:0); [M+H]+ C44H90N2O6P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin7925	N/A	N/A	HCD; Velos	Positive	LC-ESI	772.646	lib-00021.mgf	Gold	1	0.89528	34.9158	0.0269775	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	772.646	N/A	430.122	4	N/A	0	772.619	spectra/specs_ms.pklbin	CCMSLIB00003100304	15298.3	UPDATE-SINGLE-ANNOTATED-GOLD	 
7941	M+H	N/A	1	PC(O-20:0/16:0); [M+H]+ C44H91N1O7P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin7941	N/A	N/A	HCD; Velos	Positive	LC-ESI	775.646	lib-00021.mgf	Gold	1	0.825485	10.3083	0.00799561	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	775.646	N/A	566.499	5	N/A	0	775.638	spectra/specs_ms.pklbin	CCMSLIB00003133173	12323.9	UPDATE-SINGLE-ANNOTATED-GOLD	 
7969	M+Na	26853316	1	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectra/specs_ms.pklbin7969	N/A	N/A	HCD	Positive	ESI	782.568	lib-00030.mgf	Bronze	3	0.744751	1.24789	0.000976562	1	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	782.568	N/A	465.794	12	N/A	0	782.567	spectra/specs_ms.pklbin	CCMSLIB00003138952	36983.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7987	M+H	146797822	1	Spectral Match to Arachidonoylthio-PC from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.pklbin7987	N/A	N/A	Q-TOF	Positive	ESI	784.584	lib-00030.mgf	Bronze	3	0.827666	0	0	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	784.584	N/A	529.036	6	N/A	0	784.584	spectra/specs_ms.pklbin	CCMSLIB00003134558	9738.65	UPDATE-SINGLE-ANNOTATED-BRONZE	 
7996	M+H	N/A	1	PC(18:1/18:1); [M+H]+ C44H85N1O8P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin7996	N/A	N/A	HCD; Velos	Positive	LC-ESI	785.593	lib-00021.mgf	Gold	1	0.842783	7.69162	0.00604248	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	785.593	N/A	536.307	10	N/A	0	785.587	spectra/specs_ms.pklbin	CCMSLIB00003117539	10348.7	UPDATE-SINGLE-ANNOTATED-GOLD	 
8006	M+H	N/A	1	SM(d18:1/22:0); [M+H]+ C45H92N2O6P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8006	N/A	N/A	HCD; Velos	Positive	LC-ESI	786.661	lib-00021.mgf	Gold	1	0.851322	77.5876	0.0610352	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	786.661	N/A	442.599	9	N/A	0	786.6	spectra/specs_ms.pklbin	CCMSLIB00003100332	33743.9	UPDATE-SINGLE-ANNOTATED-GOLD	 
8016	M+H	N/A	1	SM(d18:1/22:0); [M+H]+ C45H92N2O6P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8016	N/A	N/A	HCD; Velos	Positive	LC-ESI	786.661	lib-00021.mgf	Gold	1	0.777631	78.829	0.0620117	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	786.661	N/A	409.135	5	N/A	0	786.599	spectra/specs_ms.pklbin	CCMSLIB00003115024	2651.59	UPDATE-SINGLE-ANNOTATED-GOLD	 
8025	M+H	N/A	1	PC(18:0/18:1); [M+H]+ C44H87N1O8P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8025	N/A	N/A	HCD; Velos	Positive	LC-ESI	787.609	lib-00021.mgf	Gold	1	0.851344	7.59443	0.00598145	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	787.609	N/A	576.695	9	N/A	0	787.603	spectra/specs_ms.pklbin	CCMSLIB00003126913	20985.2	UPDATE-SINGLE-ANNOTATED-GOLD	 
8029	M+H	 	1	Peptide TAELLEL or LELLEAT	Lysate	Rob Quinn	0.0	spectra/specs_ms.pklbin8029	 	 	qTof	Positive	LC-ESI	788.422	lib-00012.mgf	Bronze	3	0.724089	21.5986	0.0170288	1	GNPS-LIBRARY	Dorrestein	788.422	 	243.653	25	 	0	788.439	spectra/specs_ms.pklbin	CCMSLIB00004678907	5195.8	UPDATE-SINGLE-ANNOTATED-BRONZE	 
8030	M+H	90242345	1	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.pklbin8030	N/A	N/A	Q-TOF	Positive	ESI	788.612	lib-00030.mgf	Bronze	3	0.735946	2.55406	0.00201416	1	GNPS-NIST14-MATCHES	Data from James McKerrow	788.612	N/A	449.433	5	N/A	0	788.614	spectra/specs_ms.pklbin	CCMSLIB00003134596	6110.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 
8088	M+H	214918135	1	Spectral Match to 1-Heptadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by alchemistmatt	0.0	spectra/specs_ms.pklbin8088	N/A	N/A	QqIT	Positive	ESI	796.583	lib-00030.mgf	Bronze	3	0.713498	43.904	0.0349731	1	GNPS-NIST14-MATCHES	Data from Katrina Waters;Yoshihiro Kawaoka;Michael Diamond;Richard Smith;Thomas Metz	796.583	N/A	546.663	4	N/A	0	796.618	spectra/specs_ms.pklbin	CCMSLIB00003135118	13549	UPDATE-SINGLE-ANNOTATED-BRONZE	 
8102	M+H	N/A	1	PC(18:2/19:1); [M+H]+ C45H85N1O8P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8102	N/A	N/A	HCD; Velos	Positive	LC-ESI	797.593	lib-00021.mgf	Gold	1	0.763161	35.0481	0.0279541	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	797.593	N/A	532.402	6	N/A	0	797.621	spectra/specs_ms.pklbin	CCMSLIB00003093029	11864.7	UPDATE-SINGLE-ANNOTATED-GOLD	 
8112	M+H	N/A	1	SM(d17:1/24:1); [M+H]+ C46H92N2O6P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8112	N/A	N/A	HCD; Velos	Positive	LC-ESI	798.661	lib-00021.mgf	Gold	1	0.775306	35.0776	0.0280151	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	798.661	N/A	532.608	5	N/A	0	798.633	spectra/specs_ms.pklbin	CCMSLIB00003091646	5248.62	UPDATE-SINGLE-ANNOTATED-GOLD	 
8119	M+H	N/A	1	SM(d18:1/23:0); [M+H]+ C46H94N2O6P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8119	N/A	N/A	HCD; Velos	Positive	LC-ESI	800.677	lib-00021.mgf	Gold	1	0.809402	34.9893	0.0280151	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	800.677	N/A	526.967	7	N/A	0	800.649	spectra/specs_ms.pklbin	CCMSLIB00003114611	9592.64	UPDATE-SINGLE-ANNOTATED-GOLD	 
8177	M+Na	90242345	1	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectra/specs_ms.pklbin8177	N/A	N/A	Q-TOF	Positive	ESI	810.599	lib-00030.mgf	Bronze	3	0.778208	2.48478	0.00201416	1	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	810.599	N/A	488.224	10	N/A	0	810.597	spectra/specs_ms.pklbin	CCMSLIB00003135060	11430.1	UPDATE-SINGLE-ANNOTATED-BRONZE	 
8186	M+H	N/A	1	PC(18:0/20:3); [M+H]+ C46H87N1O8P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8186	N/A	N/A	HCD; Velos	Positive	LC-ESI	811.609	lib-00021.mgf	Gold	1	0.728764	8.64831	0.00701904	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	811.609	N/A	538.053	10	N/A	0	811.602	spectra/specs_ms.pklbin	CCMSLIB00003125999	3510.48	UPDATE-SINGLE-ANNOTATED-GOLD	 
8189	M+H	N/A	1	SM(d18:1/24:1); [M+H]+ C47H94N2O6P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8189	N/A	N/A	HCD; Velos	Positive	LC-ESI	812.677	lib-00021.mgf	Gold	1	0.743502	86.1441	0.0700073	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	812.677	N/A	441.935	9	N/A	0	812.607	spectra/specs_ms.pklbin	CCMSLIB00003134071	9124.79	UPDATE-SINGLE-ANNOTATED-GOLD	 
8194	M+H	N/A	1	PC(18:1/20:1); [M+H]+ C46H89N1O8P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8194	N/A	N/A	HCD; Velos	Positive	LC-ESI	813.625	lib-00021.mgf	Gold	1	0.821339	51.6112	0.0419922	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	813.625	N/A	477.103	7	N/A	0	813.667	spectra/specs_ms.pklbin	CCMSLIB00003118232	33542.1	UPDATE-SINGLE-ANNOTATED-GOLD	 
8230	M+H	N/A	1	PC(17:0/22:6); [M+H]+ C47H83N1O8P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8230	N/A	N/A	HCD; Velos	Positive	LC-ESI	819.578	lib-00021.mgf	Gold	1	0.738211	31.7248	0.026001	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	819.578	N/A	525.686	4	N/A	0	819.604	spectra/specs_ms.pklbin	CCMSLIB00003122317	2478.96	UPDATE-SINGLE-ANNOTATED-GOLD	 
8263	M+H	N/A	1	PC(19:0/20:4); [M+H]+ C47H87N1O8P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8263	N/A	N/A	HCD; Velos	Positive	LC-ESI	823.609	lib-00021.mgf	Gold	1	0.787427	35.2008	0.0289917	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	823.609	N/A	523.968	6	N/A	0	823.638	spectra/specs_ms.pklbin	CCMSLIB00003123039	4194.04	UPDATE-SINGLE-ANNOTATED-GOLD	 
8275	M+H	N/A	1	SM(d19:1/24:1); [M+H]+ C48H96N2O6P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8275	N/A	N/A	HCD; Velos	Positive	LC-ESI	826.693	lib-00021.mgf	Gold	1	0.730303	33.8882	0.0280151	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	826.693	N/A	532.503	4	N/A	0	826.665	spectra/specs_ms.pklbin	CCMSLIB00003091008	3051.15	UPDATE-SINGLE-ANNOTATED-GOLD	 
8290	M+H	N/A	1	SM(d19:1/24:0); [M+H]+ C48H98N2O6P1	Commercial	Thomas Metz	0.0	spectra/specs_ms.pklbin8290	N/A	N/A	HCD; Velos	Positive	LC-ESI	828.708	lib-00021.mgf	Gold	1	0.746742	38.5931	0.0319824	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	828.708	N/A	538.264	4	N/A	0	828.676	spectra/specs_ms.pklbin	CCMSLIB00003101290	3943.5	UPDATE-SINGLE-ANNOTATED-GOLD	 
8489	M+H	 	1	Lactosylceramide(18:1/16:0)	Lysate	Quinn	861.618	spectra/specs_ms.pklbin8489	 	 	qTof	Positive	LC-ESI	862.62	lib-00012.mgf	Bronze	3	0.862363	1.13209	0.000976562	1	GNPS-LIBRARY	Rohwer	862.62	85297412	621.168	19	 	0	862.621	spectra/specs_ms.pklbin	CCMSLIB00000223896	4047.27	UPDATE-SINGLE-ANNOTATED-BRONZE	 
897	M+H	723466	1	Spectral Match to Sulfamethoxazole from NIST14	Isolated	Data deposited by quinnr	0.0	spectra/specs_ms.pklbin897	N/A	N/A	Q-TOF	Positive	ESI	254.066	lib-00030.mgf	Bronze	3	0.774753	27.5067	0.00698853	1	GNPS-NIST14-MATCHES	Data from Rohwer/Dorrestein	254.066	N/A	201.145	6	N/A	0	254.059	spectra/specs_ms.pklbin	CCMSLIB00003134928	6641.16	UPDATE-SINGLE-ANNOTATED-BRONZE	 
8982	2M+H	N/A	1	Spectral Match to 1-Octadecanoyl-sn-glycero-3-phosphoethanolamine from NIST14	Isolated	Data deposited by alchemistmatt	0.0	spectra/specs_ms.pklbin8982	N/A	N/A	Q-TOF	Positive	ESI	963.632	lib-00030.mgf	Bronze	3	0.743994	7.22061	0.00695801	1	GNPS-NIST14-MATCHES	Data from Charles Ansong	963.632	N/A	438.583	9	N/A	0	963.639	spectra/specs_ms.pklbin	CCMSLIB00003138203	3419.24	UPDATE-SINGLE-ANNOTATED-BRONZE	 
899	M+H	723466	1	Spectral Match to Sulfamethoxazole from NIST14	Isolated	Data deposited by quinnr	0.0	spectra/specs_ms.pklbin899	N/A	N/A	Q-TOF	Positive	ESI	254.066	lib-00030.mgf	Bronze	3	0.854108	23.6029	0.0059967	1	GNPS-NIST14-MATCHES	Data from Rohwer/Dorrestein	254.066	N/A	223.812	7	N/A	0	254.06	spectra/specs_ms.pklbin	CCMSLIB00003134928	3574.92	UPDATE-SINGLE-ANNOTATED-BRONZE	 
