VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-00000_PSM_50_HU5PLY5GJK	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	858	6388	883	Antibiotic_A_0341A_3-Hydroxy	10	1.9e-10	1140.52	576.786	173.934	M+2H	2	CC(C)C(C1C(=O)N2CCCC2C(=O)OC(C)C(C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NCC(=O)N2CCC(C2C(=O)NC(=Cc2c[nH]c3ccccc23)C(=O)NC(C(C)c2c[nH]c3ccccc23)C(=O)N1)O)NC(=O)C(CO)N)O	5.41
spectra-00000_PSM_51_3HMIXTL3P4	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1157	7734	3985	euryjanicin_A	8	2.1e-10	826.438	756.452	257.058	M+H	1	[C@@H]12CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC2=O)Cc1c[nH]c2c1cccc2)[C@@H](C)CC)CO)Cc1ccccc1)C(C)C	13.33
spectra-00000_PSM_52_VN21HMMWD6	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	970	6878	4554	Tensin	10	3.1e-10	1352.78	653.907	255.477	M+2H	2	N1C(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C[C@@H](O)CCCCCCC)CC(C)C)CC(=O)O)[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H]1C(C)C)C(C)C)CO)C(C)C)CCC(=O)N)C(C)C)C(CC)C)CCC(=O)O)C	5.26
spectra-00000_PSM_53_LKH5Q2KNOF	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1281	8291	3936	hymenamide_B	6	3.3e-10	830.396	828.932	258.395	M+H	1	[C@H]1(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@H]3N(C(=O)[C@@H](NC1=O)Cc1ccccc1)CCC3)CCC2)CC(=O)N)Cc1ccccc1)C(C)C)CCC(=O)O	12.50
spectra-00000_PSM_54_3ZVS5WKQBX	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	942	6758	1911	Phoriospongin_A_Homologue_(R_=_CH2CH(CH3)2),_22-epimer	10	3.4e-10	1149.58	630.323	212.594	M+2H	2	CCCC1C(=O)OC(C)C(C(CC(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C(C)Cl)C(=O)NC(CC(=N)O)C(=O)NC(C(C)O)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)N1)O)NC(=O)C(CC(C)C)NC=O	5.13
spectra-00000_PSM_55_P2FZIML56W	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	943	6760	3227	Pleofungin_A_N2'-Ac	9	3.4e-10	1136.73	631.308	200.598	M+2H	2	CCC(C)C1C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)O)C(=O)N(C)C(C(C)C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)OC(C)C(C(=O)OC(C(C)C)C(=O)OC(CC(C)C)C(=O)N1)NC(=O)C(C(C)CC)N(C)C(=O)C	5.00
spectra-00000_PSM_56_C73JCJ3GLO	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1156	7728	1380	Laxaphycin_B_32-Epimer,_53-deoxy	11	3.6e-10	1378.84	755.403	183.253	M+2H	2	CCCCCCCC1CC(=O)NC(C(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=N)O)C(=O)N(C)C(C(C)CC)C(=O)NC(C(C(=N)O)O)C(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)N1	4.88
spectra-00000_PSM_57_EXS3QEPJIS	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	768	5979	2614	Microcystin_7-(N-Methyl-L-serine)_analogue	8	4.1e-10	1012.56	548.323	200.703	M+2H	2	CC(C)CC1C(=O)NC(C(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C=CC(=CC(C)C(Cc2ccccc2)OC)C)C(C)C(=O)NC(CCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)N1)C(=O)O)C(=O)O	4.76
spectra-00000_PSM_58_O5NVHRSTFZ	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	998	6979	1114	Tunicyclin_C_Tunicyclin_C	7	4.4e-10	712.354	667.34	197.465	M+H	1	CC(C)CC1C(=O)NC(C)C(=O)NCC(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)NC(CO)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N1	11.76
spectra-00000_PSM_59_4QUVPLH429	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1111	7440	1696	Verrucamides_Verrucamide_A	12	4.5e-10	1414.84	730.879	250.119	M+2H	2	CCC(C)C1C(=O)N(C)C(CO)C(=O)N(C)C(C(C)CC)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCC(=O)N1	4.65
spectra-00000_PSM_60_HU265JTRZ9	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	471	4507	1013	Peptidolipin_F_Peptidolipin_F	10	5.2e-10	781.459	435.239	164.131	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)OC)C(=O)OC(C)CC(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1	4.55
spectra-00000_PSM_61_SB5T3YEKZW	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	961	6840	2280	Lobocyclamide_C_Lobocyclamide_C	11	5.5e-10	1369.81	648.381	313.029	M+2H	2	CCCCCC1CC(=O)NC(C(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(C)C(=O)NC(C(C(C)C)O)C(=O)NC(CCC(=N)O)C(=O)N(C)C(C(C)CC)C(=O)NC(C(CO)O)C(=O)NC(C(C)O)C(=O)N2CC(CC2C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)N1)O	4.44
spectra-00000_PSM_63_TH15C3J7B7	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	973	6882	4554	Tensin	10	5.7e-10	1352.78	654.869	251.224	M+2H	2	N1C(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C[C@@H](O)CCCCCCC)CC(C)C)CC(=O)O)[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H]1C(C)C)C(C)C)CO)C(C)C)CCC(=O)N)C(C)C)C(CC)C)CCC(=O)O)C	6.38
spectra-00000_PSM_64_3P0UKI9IZ4	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1080	7269	2290	Isariins_Isariin_C2	6	6.1e-10	567.363	708.753	265.048	M+H	1	CCCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	11.11
spectra-00000_PSM_65_NIQCJI43CT	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	898	6591	233	Sch_378167_Sch_378167	9	6.2e-10	1137.63	599.339	198.556	M+2H	2	CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(C)C)C(=O)N(C)C(CCC(=O)O)C(=O)OC(C(C)CC)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NCC(=O)N(C)C(C(C)C)C(=O)N(C)C(CCC(=O)O)C(=O)N1	6.25
spectra-00000_PSM_66_YAEMMNDGQ6	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1038	7123	727	Chlorofusin_Chlorofusin	10	6.8e-10	1362.68	687.391	241.45	M+2H	2	CCCCCCCCC1C(=O)NC(CCCN2C=C3C(=C(C(=O)C(C)(C3=O)OC(=O)CCC)Cl)C(C32CCCO3)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(CC(=N)O)C(=O)NC(CC(=N)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)N1	6.12
spectra-00000_PSM_67_ALI77YFQ86	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	689	5737	2512	YM_254890_YM_254890	8	7.5e-10	959.485	523.787	226.964	M+2H	2	CC(C)C(C(C(=O)OC(C(C)C)C1C(=O)N(C)C(C(C)OC)C(=O)OC(C)C(C(=O)OC(Cc2ccccc2)C(=O)N(C)C(=C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N1)NC(=O)C)NC(=O)C)O	6.00
spectra-00000_PSM_68_DQGPTC8IGH	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	562	5034	3438	E'marformycin_E'	7	8.2e-10	830.454	475.752	245.65	M+2H	2	O=CN[C@H](C(=O)N[C@@H]1[C@@H](C)OC(=O)[C@H](C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H]2N(C(=O)[C@H](NC(=O)[C@H](NC1=O)Cc1ccc(cc1)OC)C(C)C)NC[C@H](C2)O)C(C)C	5.88
spectra-00000_PSM_69_RZF00D8R3O	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1422	9154	3939	Epidermidin	9	8.4e-10	1099.56	1002.56	258.079	M+H	1	N1C(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C1=O)CC(C)C)CO)CCC(=O)O)CC(=O)O)C)CCCN)CCCNC(=N)N)C(C)C)C(O)C	10.53
spectra-00000_PSM_70_I22EJHVAHP	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	972	6880	4137	Janthinocin_A	9	9.0e-10	1192.61	654.857	349.57	M+2H	2	C1(NC(=O)C(NC(=O)/C(=C/C)/NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)C(CC)C)C(OC(=O)C(NC(=O)C(NC1=O)CCCN)Cc1ccccc1)C(C)C)C(O)C)CO)C(C(C)C)O)CO)C(c1c[nH]c2c1cccc2)O	5.77
spectra-00000_PSM_71_JOEBE14MJO	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	989	6959	499	Glycinocin_Glycinocin_A	9	9.2e-10	1246.64	664.364	248.445	M+2H	2	CCC(C)C1C(=O)N2CCCC2C(=O)NCC(C(=O)N2CCCCC2C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)O)C(=O)N1)NC(=O)C(CC(=O)O)NC(=O)C=CCCCCCCCCCC(C)C	5.66
spectra-00000_PSM_72_67JSWSJGY8	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	808	6236	4146	Janthinocin_C	9	9.5e-10	1174.6	562.308	207.671	M+2H	2	C1(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)C(CC)C)C(OC(=O)C(NC(=O)C(NC(=O)/C(=C/c2c[nH]c3c2cccc3)/NC(=O)C(NC(=O)/C(=C/C)/NC1=O)CO)CCCN)Cc1ccccc1)C(C)C)C(O)C)CO)C(C(C)C)O	5.56
spectra-00000_PSM_73_GAPMQRV730	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	838	6333	4008	Dechlorosyringomycin_E	9	9.8e-10	1190.63	572.293	199.085	M+2H	2	C1(NC(=O)/C(=C/C)/NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CC(O)CCCCCCCCC)COC(=O)C(NC1=O)C(O)C)CO)CCN)CCN)CCCNC(=N)N)Cc1ccccc1)C(C(=O)O)O	5.45
spectra-00000_PSM_74_0CD6ASLYFI	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	656	5535	2786	Dolastatin_1_15-Epimer,_31-methyl,_11-N-Me	8	1.0e-09	1012.62	510.302	189.592	M+2H	2	CCCC1C(C)C(=O)OC(C(C)CC)C(=O)NCC(=O)N(C)C(CC(C)C)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc2ccc(cc2)OC)C(=O)NC(C)C(=O)C(C)(C)C(=O)N(C)C(C)C(=O)N1	5.36
spectra-00000_PSM_75_T1KRXBOQYY	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	963	6845	4793	Lobocyclamide_B	10	1.1e-09	1383.82	649.346	306.502	M+2H	2	N12C(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H]1C[C@H](C2)O)CC(C)C)[C@H](O)C)CCCCCC)C(C)C)[C@H](C(C)C)O)C)[C@@H](C(C)C)O)CCC(=O)N)C)[C@H](CC)C)[C@@H](O)CO)[C@H](O)C	5.26
spectra-00000_PSM_76_AHTL7CYJ9N	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1203	7981	3725	Cycloamanide_D	8	1.1e-09	884.483	783.367	244.495	M+H	1	N12C(=O)C(NC(=O)C3N(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C1CCC2)CCS(=O)C)CC(C)C)Cc1ccccc1)CC(C)C)CCC3)CC(C)C	10.00
spectra-00000_PSM_77_ELSZC6G4E7	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1047	7164	4069	Pseudomycin-C	9	1.1e-09	1250.62	693.359	271.639	M+2H	2	C1(NC(=O)/C(=C\C)/NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CC(C(O)CCCCCCCCCCCC)O)COC(=O)C(NC1=O)C(O)CCl)CCN)CC(=O)O)CCCCN)CCN)C(O)C)C(C(=O)O)O	5.17
spectra-00000_PSM_78_0CT8KEPZO3	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	755	5947	2078	Wewakazole_Wewakazole	10	1.1e-09	1140.54	545.787	167.304	M+2H	2	CCC(C)C1c2nc(co2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NCC(=O)NC(C(C)C)c2nc(c(C)o2)C(=O)NC(Cc2ccccc2)c2nc(co2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	5.08
spectra-00000_PSM_79_1GSA5U08XA	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	777	6060	4137	Janthinocin_A	10	1.2e-09	1192.61	550.772	235.875	M+2H	2	C1(NC(=O)C(NC(=O)/C(=C/C)/NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)C(CC)C)C(OC(=O)C(NC(=O)C(NC1=O)CCCN)Cc1ccccc1)C(C)C)C(O)C)CO)C(C(C)C)O)CO)C(c1c[nH]c2c1cccc2)O	5.00
spectra-00000_PSM_80_V99E9BLA9K	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1061	7206	2516	Friulimicin_4'-Parent_acid	10	1.3e-09	1303.67	702.402	232.836	M+2H	2	CC(C)CCCCCCCC=CCC(=O)NC(CC(=O)O)C(=O)NC1C(C)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C(C(C)N)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(C(C)C(=O)O)NC(=O)C2CCCCN2C1=O	4.92
spectra-00000_PSM_81_B5189N3YS6	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	739	5914	4008	Dechlorosyringomycin_E	9	1.3e-09	1190.63	540.29	242.22	M+2H	2	C1(NC(=O)/C(=C/C)/NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CC(O)CCCCCCCCC)COC(=O)C(NC1=O)C(O)C)CO)CCN)CCN)CCCNC(=N)N)Cc1ccccc1)C(C(=O)O)O	4.84
spectra-00000_PSM_82_FRYJFNR436	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	985	6935	1712	Trichodepsipeptide_A_Trichodepsipeptide_A	7	1.3e-09	688.405	661.372	242.794	M+H	1	CC(C)CC1C(=O)NC(CO)C(=O)OC(C(C)C)C(=O)OC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(CC(C)C)C(=O)N1	9.52
spectra-00000_PSM_83_9YB0YK18FR	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	666	5580	2078	Wewakazole_Wewakazole	11	1.4e-09	1140.54	514.791	206.69	M+2H	2	CCC(C)C1c2nc(co2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NCC(=O)NC(C(C)C)c2nc(c(C)o2)C(=O)NC(Cc2ccccc2)c2nc(co2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	4.76
spectra-00000_PSM_84_FOYOI7SVWX	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1214	8028	1121	Haliclonamide_B_Haliclonamide_B	7	1.4e-09	788.386	788.406	199.361	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C)c2nc(co2)C(=O)NC(Cc2ccc(cc2)O)C(=O)N2CCCC2C2=NC(C(C)O2)C(=O)N1	9.09
spectra-00000_PSM_85_9BF2BQZWJM	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	485	4596	2984	Micropeptin_T2_Micropeptin_T2	7	1.5e-09	1015.54	439.243	223.921	M+2H	2	CCCCCC(=O)NC(CCC(=O)O)C(=O)NC1C(C)OC(=O)C(C(C)C)NC(=O)C(Cc2c[nH]c3ccccc23)N(C)C(=O)C(Cc2ccccc2)N2C(CCC(C2=O)NC(=O)C(CCCCN)NC1=O)O	4.69
spectra-00000_PSM_86_JXJYR844BN	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1416	9108	4070	hymenamide_G	6	1.6e-09	892.542	987.22	373.876	M+H	1	C1(=O)NC(C(=O)N[C@H](C(=O)N2[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4[C@H](C(=O)N[C@H]1CC(C)C)CCC4)C(C)C)Cc1ccc(cc1)O)CCC3)CCC2)CC(C)C)[C@@H](C)CC	8.70
spectra-00000_PSM_87_3H09NKJCY3	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	736	5902	2075	Perthamide_C_Desulfo	8	1.6e-09	987.466	538.765	61.396	M+2H	2	CC=C1C(=O)N(C)CC(=O)NC(C(C(=O)NC(=N)O)O)C(=O)NC(C(C)OC)C(=O)N2CC(C)CC2C(=O)NC(Cc2ccccc2O)C(=O)NC(CC(=N)O)C(=O)NC(CCC(C)C)C(C(=O)N1)O	4.62
spectra-00000_PSM_88_J0U8V87U1M	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	918	6666	3034	Lyngbyazothrin_C_4''''-Demethoxy,_5''-deacyl	12	1.7e-09	1282.68	612.815	163.152	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(=CC)C(=O)NC(C(C)O)C(=O)NC(CCc2ccccc2)C(=O)N2CCCC2C(=O)NC(CC(CC(C(CC(C)C)O)O)O)C(C(=O)NC(CCC(=N)O)C(=O)NCC(=O)N2CCCC2C(=O)N2CCCC2C(=O)N1)O	4.55
spectra-00000_PSM_89_JXAIGW4Y6M	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	896	6584	2078	Wewakazole_Wewakazole	13	1.7e-09	1140.54	597.312	161.437	M+2H	2	CCC(C)C1c2nc(co2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NCC(=O)NC(C(C)C)c2nc(c(C)o2)C(=O)NC(Cc2ccccc2)c2nc(co2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	4.48
spectra-00000_PSM_90_K5CM7KIYWM	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	283	2823	2678	Patellamide_E_Patellamide_E	8	1.7e-09	790.329	342.201	211.397	M+2H	2	CCC(C)C1C2=NC(C(C)O2)C(=O)NC(Cc2ccccc2)c2nc(cs2)C(=O)NC(C(C)C)C2=NC(C(C)O2)C(=O)NC(C(C)C)c2nc(cs2)C(=O)N1	4.41
spectra-00000_PSM_91_XBXB36SXBP	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1020	7053	882	Puwainaphycin_C_Puwainaphycin_C	9	1.9e-09	1226.67	678.855	164.958	M+2H	2	CCC(CCCCCCCCCC(C)C1C(C(=O)NC(C(C)C)C(=O)NC(=CC)C(=O)NC(C(C)O)C(=O)NC(C(C)O)C(=O)NC(CCC(=N)O)C(=O)NCC(=O)NC(C(C)OC)C(=O)N(C)C(CC(=N)O)C(=O)N2CCCC2C(=O)N1)O)Cl	4.35
spectra-00000_PSM_92_9KBGVNGNOU	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1152	7719	4790	Tolybyssidin_A	10	1.9e-09	1464.87	754.408	248.806	M+2H	2	C1(=O)N2[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\C)/C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H]1C(C)C)C(C)C)[C@@H](O)C)[C@@H](OC(=O)C)C)C(C)C)Cc1ccccc1)C(CC)C)C(CC)C)[C@H](O)C)CC(C)C)CCCNC(=N)N)CCC2	4.29
spectra-00000_PSM_93_JUSFFRAL61	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1006	7010	3112	Antibiotic_Sch_2056_32-O-α-D-Glucopyranoside	9	1.9e-09	1356.68	672.333	229.312	M+2H	2	CCCCCCCCCCCC(CC(=O)NC(=CC)C(=O)NC1C(C)OC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)OC2C(C(C(C(CO)O2)O)O)O)N(C)C(=O)CNC(=O)C(CCC(=N)O)NC(=O)C(=CC)NC(=O)C(Cc2ccc(cc2)O)NC(=O)C(C(C)O)NC1=O)O	4.23
spectra-00000_PSM_94_8W95BHDSJW	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1009	7015	60	Zelkovamycin_Zelkovamycin	6	1.9e-09	779.306	673.347	172.534	M+H	1	CCC1C(=O)NC(=CC)C(=O)N(C)CC(=O)NC(C)c2nc(cs2)C(=O)NC(Cc2c[nH]c3c2cccc3OC)C(=O)NC(C)(C(=O)C)C(=O)NCC(=O)N1	8.33
spectra-00000_PSM_95_MANSKOYQWJ	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	743	5919	3939	Epidermidin	9	2.0e-09	1099.56	541.287	222.904	M+2H	2	N1C(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C1=O)CC(C)C)CO)CCC(=O)O)CC(=O)O)C)CCCN)CCCNC(=N)N)C(C)C)C(O)C	5.48
